DRID,NAME,INFO,FLOOR,IMAGEURL,FLOORINFO
411,食光若客,有广式风格,2,https://wizzcampus.helloyzy.cn/guide411.png,老综二楼
412,杨铭宇黄焖鸡米饭,一直以来人气好高的一家老店,2,https://wizzcampus.helloyzy.cn/guide412.png,老综二楼
413,膳当家黄焖鸡米饭,黄焖鸡和排骨是招牌菜,2,https://wizzcampus.helloyzy.cn/guide413.png,老综二楼
414,潼关村肉夹馍,环境整洁，有本地特色小吃,2,https://wizzcampus.helloyzy.cn/guide414.png,老综二楼
415,荷叶包饭,角落里的一家店，很有特色,2,https://wizzcampus.helloyzy.cn/guide415.png,老综二楼
416,花园主题咖啡,学长开的咖啡馆，环境舒适,2,https://wizzcampus.helloyzy.cn/guide416.png,老综二楼
417,香八度,闻着香，味道一般，价格略贵,1,https://wizzcampus.helloyzy.cn/guide417.png,老综一楼
418,南山烤吧,很久不营业了,1,https://wizzcampus.helloyzy.cn/guide418.png,老综一楼
419,高陵土豆片夹馍，不止有土豆片夹馍,1,https://wizzcampus.helloyzy.cn/guide419.png,老综一楼
420,牧小茶,老店，种类齐全,1,https://wizzcampus.helloyzy.cn/guide420.png,老综一楼
421,木子铁,有快餐和紫菜包饭,1,https://wizzcampus.helloyzy.cn/guide421.png,老综一楼
422,老熊家卤肉卷,少有的几家卤肉卷，不只是卖卤肉卷,1,https://wizzcampus.helloyzy.cn/guide422.png,老综一楼
423,味咖牛扒,米很好，菜很好吃，但是种类单一,1,https://wizzcampus.helloyzy.cn/guide423.png,老综一楼
424,重庆酸辣粉,喜欢酸辣口味的可以来这里,1,https://wizzcampus.helloyzy.cn/guide424.png,老综一楼
425,五一大包,花样很多，而且都很好吃,1,https://wizzcampus.helloyzy.cn/guide425.png,老综一楼
426,铁板里脊夹馍,适合早饭晚饭吃，买完即走，边走边吃,1,https://wizzcampus.helloyzy.cn/guide426.png,老综一楼
427,慕斯客,饮品店，有奶茶和咖啡,1,https://wizzcampus.helloyzy.cn/guide427.png,老综一楼
428,小恩的店,品类齐全，值得一逛,1,https://wizzcampus.helloyzy.cn/guide428.png,老综一楼
429,烤冷面,味道感人，买的人非常多,1,https://wizzcampus.helloyzy.cn/guide429.png,老综一楼
430,自选餐,有自选菜和鸡蛋灌饼，中午排队的人很多,1,https://wizzcampus.helloyzy.cn/guide430.png,老综一楼
431,第一佳鸡排,装修很有特色，鸡排好吃,1,https://wizzcampus.helloyzy.cn/guide431.png,老综一楼
432,汉堡,老综的一家汉堡店,1,https://wizzcampus.helloyzy.cn/guide432.png,老综一楼
433,湖南粉面馆,湖南特色，粉面正宗,1,https://wizzcampus.helloyzy.cn/guide433.png,老综一楼
434,再回首御品香,特色煲仔饭，炒米炒面,1,https://wizzcampus.helloyzy.cn/guide434.png,老综一楼
435,张姐脆皮鸡东北菜,东北菜，东北的同学可以去试试,1,https://wizzcampus.helloyzy.cn/guide435.png,老综一楼
436,五谷酸菜鱼米线,老综的一家酸菜鱼店,1,https://wizzcampus.helloyzy.cn/guide436.png,老综一楼
437,冒菜鲜冒菜,冒菜小店，品类不是很多，但大众菜品都有,1,https://wizzcampus.helloyzy.cn/guide437.png,老综一楼
438,蒋记腊汁肉夹馍,一些本地小吃，凉皮肉夹馍,1,https://wizzcampus.helloyzy.cn/guide438.png,老综一楼
439,港式叉烧饭,特色叉烧饭，值得体验,1,https://wizzcampus.helloyzy.cn/guide439.png,老综一楼
440,三顾冒菜,很大很全的一家店，学校里最好的冒菜店,1,https://wizzcampus.helloyzy.cn/guide440.png,老综一楼
441,干锅煎肉饭,口味繁多，量大味浓,1,https://wizzcampus.helloyzy.cn/guide441.png,老综一楼
442,麻辣面对面,重庆小面招牌的面馆，老板是四川人,1,https://wizzcampus.helloyzy.cn/guide442.png,老综一楼
443,老四川小炒,主打川菜的饭馆，聚会可以来这里,1,https://wizzcampus.helloyzy.cn/guide443.png,老综一楼
444,冒菜说,很有氛围的一家冒菜店,1,https://wizzcampus.helloyzy.cn/guide444.png,老综一楼
445,阿迪莱美食坊,清真，回族 风味,1,https://wizzcampus.helloyzy.cn/guide445.png,老综一楼
446,铜锅居私房菜,主打宁夏特色菜,1,https://wizzcampus.helloyzy.cn/guide446.png,老综一楼
447,阿嘻串串香,主打串串香，麻辣鲜香,1,https://wizzcampus.helloyzy.cn/guide447.png,老综一楼
448,老潼关肉夹馍,主打西安特色小吃肉夹馍,1,https://wizzcampus.helloyzy.cn/guide448.png,老综一楼
449,杨国福麻辣烫,起源四川的特色小吃，杨国福全国连锁店,1,https://wizzcampus.helloyzy.cn/guide449.png,老综一楼
450,老司机烤肉,深夜的排场，聚会聚集地,1,https://wizzcampus.helloyzy.cn/guide450.png,老综一楼
451,茶小美,茶类饮品主打的店铺,1,https://wizzcampus.helloyzy.cn/guide451.png,老综一楼
452,韩国料理,包括韩式火锅、盖饭及石锅拌饭的韩式料理,1,https://wizzcampus.helloyzy.cn/guide452.png,老综一楼
453,书亦烧仙草,烧仙草为招牌的饮品店,1,https://wizzcampus.helloyzy.cn/guide453.png,老综一楼
454,029餐厅,快餐，包括小炒、面食、盖浇饭等,1,https://wizzcampus.helloyzy.cn/guide454.png,老综一楼
455,川香缘小火锅,自选菜品类型的小火锅,1,https://wizzcampus.helloyzy.cn/guide455.png,老综一楼
501,港式叉烧饭,服务很好，热情周到，饭菜可口，速度很快,1,https://wizzcampus.helloyzy.cn/guide501.png,新综一楼
502,吃货站,经营铁板鸭肠、肉串、木桶饼、烤冷面、酸辣粉,1,https://wizzcampus.helloyzy.cn/guide502.png,新综一楼
503,哎呀台湾饭团,特色饭团，小丸子，寿司，欢迎同学前来品尝,1,https://wizzcampus.helloyzy.cn/guide503.png,新综一楼
504,西电小厨美味餐厅,各色炒菜盖浇饭，出售各类饮品饮料,1,https://wizzcampus.helloyzy.cn/guide504.png,新综一楼
505,吉品轩餐厅,快餐味道很好，而且价格实惠，米饭比别家好吃,1,https://wizzcampus.helloyzy.cn/guide505.png,新综一楼
506,麦多馅饼,分量足，味道好，新鲜现烤，很多回头客,1,https://wizzcampus.helloyzy.cn/guide506.png,新综一楼
507,安仔包,包子种类齐全，馅料足，价格实惠，还有各式米粥豆浆可以搭配,1,https://wizzcampus.helloyzy.cn/guide507.png,新综一楼
508,蜜雪冰城,炎炎夏日有多种冷饮随心配，鲜榨果汁供您选,1,https://wizzcampus.helloyzy.cn/guide508.png,新综一楼
509,六婆串串香,火锅串串，按签计费，体验不一样的火锅冒菜,1,https://wizzcampus.helloyzy.cn/guide509.png,新综一楼
510,咻一咻,出售各种冷饮热饮，炎炎夏日或寒冷冬季，享你所想,1,https://wizzcampus.helloyzy.cn/guide510.png,新综一楼
511,正新鸡排,特色超大鸡排、无骨鸡排，还有鸭肉串等供您选择,1,https://wizzcampus.helloyzy.cn/guide511.png,新综一楼
512,益禾堂,口感好，活动多，具有特色的招牌奶茶店,1,https://wizzcampus.helloyzy.cn/guide512.png,新综一楼
